0, 0.01, 2.35646, 2.35646, 2.33359, 0, 31
1, 0.00999925, 2.27224, 2.31435, 0, 0, 31
2, 0.0099985, 2.26705, 2.29858, 0, 0, 31
3, 0.00999775, 2.16737, 2.26578, 0, 0, 31
4, 0.009997, 2.14723, 2.24207, 0, 0, 31
5, 0.00999625, 2.10662, 2.21949, 0, 0, 31
6, 0.0099955, 2.01489, 2.19026, 0, 0, 31
7, 0.00999475, 1.92722, 2.15738, 0, 0, 31
8, 0.009994, 1.8756, 2.12607, 0, 0, 31
9, 0.00999326, 1.87865, 2.10133, 0, 0, 31
10, 0.00999251, 1.67751, 2.0628, 0, 0, 31
11, 0.00999176, 1.61358, 2.02537, 0, 0, 31
12, 0.00999101, 1.46977, 1.98263, 0, 0, 31
13, 0.00999026, 1.37014, 1.93888, 0, 0, 31
14, 0.00998951, 1.37729, 1.90144, 0, 0, 31
15, 0.00998876, 1.14528, 1.85418, 0, 0, 31
16, 0.00998802, 1.28706, 1.82082, 0, 0, 31
17, 0.00998727, 1.27881, 1.79071, 0, 0, 31
18, 0.00998652, 0.817051, 1.73946, 0, 0, 31
19, 0.00998577, 1.0101, 1.703, 0, 0, 31
20, 0.00998503, 0.858433, 1.66278, 0, 0, 31
21, 0.00998428, 0.960901, 1.63087, 0, 0, 31
22, 0.00998353, 0.655016, 1.58845, 0, 0, 31
23, 0.00998278, 0.719709, 1.55225, 0, 0, 31
24, 0.00998204, 0.668243, 1.51689, 0, 0, 31
25, 0.00998129, 0.692894, 1.4852, 0, 0, 31
26, 0.00998054, 0.533526, 1.44995, 0, 0, 31
27, 0.0099798, 0.50093, 1.41606, 0, 0, 31
28, 0.00997905, 0.623858, 1.38874, 0, 0, 31
29, 0.0099783, 0.507169, 1.35935, 0, 0, 31
30, 0.00997756, 0.528165, 1.33254, 0, 0, 31
31, 0.00997681, 0.586621, 1.30923, 0, 0, 31
32, 0.00997607, 0.544335, 1.28605, 0, 0, 31
33, 0.00997532, 0.400452, 1.26, 0, 0, 31
34, 0.00997458, 0.367025, 1.23449, 0, 0, 31
35, 0.00997383, 0.388132, 1.21098, 0, 0, 31
36, 0.00997308, 0.333293, 1.18726, 0, 0, 31
37, 0.00997234, 0.675163, 1.17378, 0, 0, 31
38, 0.00997159, 0.476076, 1.15589, 0, 0, 31
39, 0.00997085, 0.339034, 1.13547, 0, 0, 31
40, 0.0099701, 0.320036, 1.11558, 0, 0, 31
41, 0.00996936, 0.674701, 1.10509, 0, 0, 31
42, 0.00996862, 0.482173, 1.0906, 0, 0, 31
43, 0.00996787, 0.505013, 1.07729, 0, 0, 31
44, 0.00996713, 0.260081, 1.05913, 0, 0, 31
45, 0.00996638, 0.455789, 1.04601, 0, 0, 31
46, 0.00996564, 0.470547, 1.03377, 0, 0, 31
47, 0.00996489, 0.598697, 1.02471, 0, 0, 31
48, 0.00996415, 0.372545, 1.0114, 0, 0, 31
49, 0.00996341, 0.311395, 0.997397, 0, 0, 31
50, 0.00996266, 0.346812, 0.984641, 0, 0, 31
51, 0.00996192, 0.460901, 0.974569, 0, 0, 31
52, 0.00996118, 0.405657, 0.963835, 0, 0, 31
53, 0.00996043, 0.341222, 0.952305, 0, 0, 31
54, 0.00995969, 0.419959, 0.942626, 0, 0, 31
55, 0.00995895, 0.441619, 0.933679, 0, 0, 31
56, 0.0099582, 0.276152, 0.922144, 0, 0, 31
57, 0.00995746, 0.499397, 0.914855, 0, 0, 31
58, 0.00995672, 0.393816, 0.906024, 0, 0, 31
59, 0.00995598, 0.356884, 0.896872, 0, 0, 31
60, 0.00995523, 0.282811, 0.886805, 0, 0, 31
61, 0.00995449, 0.23268, 0.876255, 0, 0, 31
62, 0.00995375, 0.447882, 0.869455, 0, 0, 31
63, 0.00995301, 0.440519, 0.862753, 0, 0, 31
64, 0.00995227, 0.49365, 0.857074, 0, 0, 31
65, 0.00995153, 0.344804, 0.849313, 0, 0, 31
66, 0.00995078, 0.357764, 0.841976, 0, 0, 31
67, 0.00995004, 0.261081, 0.833434, 0, 0, 31
68, 0.0099493, 0.384634, 0.826929, 0, 0, 31
69, 0.00994856, 0.353428, 0.820165, 0, 0, 31
70, 0.00994782, 0.296592, 0.812791, 0, 0, 31
71, 0.00994708, 0.178037, 0.803975, 0, 0, 31
72, 0.00994634, 0.406916, 0.798535, 0, 0, 31
73, 0.0099456, 0.258213, 0.791234, 0, 0, 31
74, 0.00994486, 0.332739, 0.78512, 0, 0, 31
75, 0.00994412, 0.283181, 0.778516, 0, 0, 31
76, 0.00994338, 0.201834, 0.771027, 0, 0, 31
77, 0.00994264, 0.54737, 0.768159, 0, 0, 31
78, 0.0099419, 0.289983, 0.762106, 0, 0, 31
79, 0.00994116, 0.348257, 0.756933, 0, 0, 31
80, 0.00994042, 0.626897, 0.755328, 0, 0, 31
81, 0.00993968, 0.177507, 0.748281, 0, 0, 31
82, 0.00993894, 0.445384, 0.744632, 0, 0, 31
83, 0.0099382, 0.321787, 0.739598, 0, 0, 31
84, 0.00993746, 0.27924, 0.734182, 0, 0, 31
85, 0.00993672, 0.216944, 0.728168, 0, 0, 31
86, 0.00993598, 0.337463, 0.723677, 0, 0, 31
87, 0.00993524, 0.313526, 0.719016, 0, 0, 31
88, 0.0099345, 0.223661, 0.71345, 0, 0, 31
89, 0.00993377, 0.220128, 0.707969, 0, 1, 15
90, 0.00993303, 0.193367, 0.702314, 0, 1, 15
91, 0.00993229, 0.4025, 0.699055, 0, 1, 15
92, 0.00993155, 0.317961, 0.694957, 0, 1, 15
93, 0.00993081, 0.0885556, 0.688506, 0, 1, 15
94, 0.00993007, 0.181759, 0.683172, 0, 1, 15
95, 0.00992934, 0.249908, 0.678659, 0, 1, 15
96, 0.0099286, 0.108671, 0.672783, 0, 1, 15
97, 0.00992786, 0.238501, 0.668351, 0, 1, 15
98, 0.00992712, 0.232095, 0.663945, 0, 1, 15
99, 0.00992639, 0.168718, 0.658992, 0, 1, 15
