,conv1_absmax_0,conv1_absmax_1,conv1_ilength_0,conv1_ilength_1,conv1_margin_0,conv1_margin_1,conv1_mean_0,conv1_mean_1,conv1_std_0,conv1_std_1,conv2_absmax_0,conv2_absmax_1,conv2_ilength_0,conv2_ilength_1,conv2_margin_0,conv2_margin_1,conv2_mean_0,conv2_mean_1,conv2_std_0,conv2_std_1,ip1_absmax_0,ip1_absmax_1,ip1_ilength_0,ip1_ilength_1,ip1_margin_0,ip1_margin_1,ip1_mean_0,ip1_mean_1,ip1_std_0,ip1_std_1,ip2_absmax_0,ip2_absmax_1,ip2_ilength_0,ip2_ilength_1,ip2_margin_0,ip2_margin_1,ip2_mean_0,ip2_mean_1,ip2_std_0,ip2_std_1
0,0.345689892769,0.000633087009192,-1,-10,0.308620214462,0.351718902588,-0.0053368867375,-3.46340711985e-05,0.193704888225,0.000242381109274,0.0776296630502,0.000381665304303,-3,-11,0.378962695599,0.218349456787,0.000144162142533,-2.79500054603e-05,0.0444739535451,0.000152112479554,0.0613122433424,0.000210386700928,-4,-12,0.0190041065216,0.138256072998,-5.29693788849e-05,-3.28996861754e-06,0.0353520363569,4.82289760839e-05,0.0775370374322,0.000680679921061,-3,-10,0.379703700542,0.302983760834,-0.00042236194713,-9.31322588493e-11,0.0443173460662,0.000463578355266
1,0.291925549507,0.0755014196038,-1,-3,0.416148900986,0.395988643169,-0.00453300401568,-0.00691601121798,0.184553414583,0.0299508683383,0.0682674273849,0.0218341965228,-3,-5,0.453860580921,0.301305711269,7.24834317225e-05,-0.00119164446369,0.0426026061177,0.0094003835693,0.0646601617336,0.0109172118828,-3,-6,0.482718706131,0.301298439503,8.02570139058e-05,0.000598638085648,0.0354001782835,0.0027317116037,0.146784931421,0.0423649959266,-2,-4,0.412860274315,0.322160065174,-0.000425481703132,-8.84756445885e-09,0.0512810498476,0.0164659954607
2,0.316131591797,0.131118774414,-1,-2,0.367736816406,0.475524902344,-0.005022094585,-0.0137008670717,0.187503859401,0.0534582212567,0.0873222351074,0.0232467651367,-3,-5,0.301422119141,0.256103515625,-0.000148102262756,-0.00340225221589,0.0430254414678,0.0127070210874,0.0711975097656,0.00882625579834,-3,-6,0.430419921875,0.435119628906,6.47008637316e-05,0.000582685461268,0.0353751592338,0.00289710657671,0.165718078613,0.0423049926758,-2,-4,0.337127685547,0.323120117188,-0.000425195321441,-0.000886344932951,0.0538170449436,0.0173793509603
3,0.336761474609,0.14347076416,-1,-2,0.326477050781,0.426116943359,-0.00628463737667,-0.0168052669615,0.187685519457,0.0568479858339,0.0973243713379,0.0243072509766,-3,-5,0.221405029297,0.22216796875,-0.000503184041008,-0.00572221772745,0.0431188754737,0.0125542990863,0.0759620666504,0.00917530059814,-3,-6,0.392303466797,0.412780761719,5.20605753991e-05,0.000550637254491,0.0353168062866,0.0028552620206,0.164794921875,0.0454883575439,-2,-4,0.3408203125,0.272186279297,-0.000433055101894,-0.000876045203768,0.0555118434131,0.0183521751314
4,0.33952331543,0.186866760254,-1,-2,0.320953369141,0.252532958984,-0.00693786609918,-0.0239940639585,0.188263729215,0.0743359774351,0.106441497803,0.032205581665,-3,-4,0.148468017578,0.484710693359,-0.000792540900875,-0.00875339470804,0.0433798097074,0.0142233986408,0.0801734924316,0.0106978416443,-3,-6,0.358612060547,0.315338134766,3.82172402169e-05,0.000487630837597,0.0352701991796,0.00295221968554,0.183433532715,0.0570869445801,-2,-4,0.266265869141,0.0866088867188,-0.000439865107182,-0.000871658325195,0.0575680136681,0.0212429109961
5,0.356506347656,0.190078735352,-1,-2,0.286987304688,0.239685058594,-0.00625762948766,-0.0261692050844,0.189215734601,0.077760450542,0.109733581543,0.0343856811523,-3,-4,0.122131347656,0.449829101562,-0.00104265625123,-0.0113756563514,0.0435314849019,0.0150845209137,0.0807418823242,0.0121932029724,-3,-6,0.354064941406,0.219635009766,3.49548354279e-05,0.000479181297123,0.0352194830775,0.00304843997583,0.182525634766,0.0588493347168,-2,-4,0.269897460938,0.0584106445312,-0.000452474982012,-0.000868034374435,0.0593960694969,0.0223852079362
6,0.366271972656,0.187149047852,-1,-2,0.267456054688,0.251403808594,-0.00670297257602,-0.0277374275029,0.190271347761,0.0785184428096,0.112854003906,0.0390338897705,-3,-4,0.09716796875,0.375457763672,-0.00118264008779,-0.0122871017084,0.0436334349215,0.0151135530323,0.0832710266113,0.0118136405945,-3,-6,0.333831787109,0.243927001953,5.41365225217e-05,0.000569469470065,0.0351594798267,0.0031225446146,0.195640563965,0.0608959197998,-2,-4,0.217437744141,0.0256652832031,-0.000468624872155,-0.000870132469572,0.0608326345682,0.0237899236381
7,0.372177124023,0.197067260742,-1,-2,0.255645751953,0.211730957031,-0.00689324969426,-0.0312183387578,0.190556541085,0.0841460227966,0.115478515625,0.0416355133057,-3,-4,0.076171875,0.333831787109,-0.00122298451606,-0.0132288746536,0.0436943173409,0.0165908485651,0.0852813720703,0.0117506980896,-3,-6,0.317749023438,0.247955322266,6.23386513325e-05,0.000616187113337,0.0350968018174,0.00319219077937,0.205940246582,0.0685272216797,-2,-3,0.176239013672,0.451782226562,-0.000488311750814,-0.000871276832186,0.0619658753276,0.0257719159126
8,0.375259399414,0.192108154297,-1,-2,0.249481201172,0.231567382812,-0.00729626463726,-0.0297718048096,0.190860450268,0.0825244635344,0.119136810303,0.0442085266113,-3,-4,0.0469055175781,0.292663574219,-0.00136707245838,-0.0144006730989,0.0437227860093,0.0157677400857,0.0894088745117,0.0125131607056,-3,-6,0.284729003906,0.199157714844,6.6699598392e-05,0.000633466697764,0.0350318364799,0.00326343229972,0.210304260254,0.0683059692383,-2,-3,0.158782958984,0.453552246094,-0.000507276912685,-0.000844573951326,0.0629295781255,0.0263908486813
9,0.379867553711,0.195213317871,-1,-2,0.240264892578,0.219146728516,-0.00732049578801,-0.0311851501465,0.19063398242,0.0835012719035,0.121459960938,0.0467166900635,-3,-4,0.0283203125,0.252532958984,-0.00145194353536,-0.0153269581497,0.043694678694,0.0165742207319,0.0882759094238,0.0132098197937,-3,-6,0.293792724609,0.154571533203,5.83100118092e-05,0.000613141048234,0.0349644087255,0.00325846741907,0.214736938477,0.074520111084,-2,-3,0.141052246094,0.403839111328,-0.000520021072589,-0.000844192516524,0.0637664869428,0.0281481519341
10,0.388763427734,0.200843811035,-1,-2,0.222473144531,0.196624755859,-0.0071181030944,-0.033317565918,0.191764190793,0.0852339714766,0.124984741211,0.0480670928955,-3,-4,0.0001220703125,0.230926513672,-0.00148855021689,-0.0157722085714,0.0437943860888,0.0177151393145,0.0887260437012,0.0131740570068,-3,-6,0.290191650391,0.156860351562,7.87153330748e-05,0.000703131663613,0.0349054895341,0.00331688579172,0.217971801758,0.0789070129395,-2,-3,0.128112792969,0.368743896484,-0.000532232690603,-0.00086097716121,0.0649637058377,0.0298285763711
11,0.382019042969,0.19921875,-1,-2,0.235961914062,0.203125,-0.00780178839341,-0.0330398567021,0.192037373781,0.0839379504323,0.124290466309,0.0525245666504,-3,-4,0.00567626953125,0.159606933594,-0.00159933790565,-0.0166280362755,0.0438014417887,0.0170714594424,0.090259552002,0.0129547119141,-3,-6,0.277923583984,0.1708984375,7.56243025535e-05,0.000706209160853,0.0348393507302,0.0034064357169,0.227844238281,0.0819053649902,-2,-3,0.088623046875,0.344757080078,-0.000545942690223,-0.000853729259688,0.0657536163926,0.0314434766769
12,0.377426147461,0.203643798828,-1,-2,0.245147705078,0.185424804688,-0.00802304036915,-0.0344299301505,0.191941782832,0.086865991354,0.122825622559,0.0519409179688,-3,-4,0.0173950195312,0.1689453125,-0.00170507829171,-0.0174427796155,0.0437868647277,0.0174835212529,0.089542388916,0.0123834609985,-3,-6,0.283660888672,0.207458496094,6.32172232145e-05,0.000669397355523,0.0347718521953,0.00344461319037,0.23616027832,0.0814514160156,-2,-3,0.0553588867188,0.348388671875,-0.000562771630939,-0.00086135865422,0.0663828104734,0.0315421596169
13,0.385848999023,0.20458984375,-1,-2,0.228302001953,0.181640625,-0.00737545778975,-0.0337978377938,0.191939949989,0.0873423293233,0.124996185303,0.0553035736084,-3,-4,3.0517578125e-05,0.115142822266,-0.00176067673601,-0.0185230635107,0.043771866709,0.0178996026516,0.092830657959,0.0131216049194,-3,-6,0.257354736328,0.160217285156,5.64141555515e-05,0.000632540730294,0.034704644233,0.00344073050655,0.238182067871,0.0824317932129,-2,-3,0.0472717285156,0.340545654297,-0.000582394422963,-0.000834274280351,0.067065037787,0.0320449583232
14,0.386001586914,0.20093536377,-1,-2,0.227996826172,0.196258544922,-0.00727798463777,-0.0329517349601,0.192039489746,0.0858495086432,0.124996185303,0.0529251098633,-3,-4,3.0517578125e-05,0.153198242188,-0.00179279968143,-0.0187944024801,0.0437513440847,0.0175793319941,0.093807220459,0.0140233039856,-3,-6,0.249542236328,0.102508544922,6.07885558566e-05,0.000646840082482,0.0346358641982,0.00350341037847,0.246421813965,0.085750579834,-2,-3,0.0143127441406,0.313995361328,-0.000605812063441,-0.000826263451017,0.0678083300591,0.0338601507246
15,0.400009155273,0.205711364746,-1,-2,0.199981689453,0.177154541016,-0.00641265884042,-0.0361289978027,0.192031040788,0.088378533721,0.124996185303,0.0544528961182,-3,-4,3.0517578125e-05,0.128753662109,-0.00188361480832,-0.0198677070439,0.0437476821244,0.0184250026941,0.0933036804199,0.0140714645386,-3,-6,0.253570556641,0.0994262695312,5.86426940572e-05,0.000586676585954,0.0345700494945,0.00355933327228,0.257019042969,0.0895042419434,-1,-3,0.485961914062,0.283966064453,-0.000629309099168,-0.000807952892501,0.0685353949666,0.034923221916
16,0.384371817112,0.209333181381,-1,-2,0.231256365776,0.162667274475,-0.00833412725478,-0.0380616486073,0.192483440042,0.0912420600653,0.123243957758,0.0605125948787,-3,-4,0.0140483379364,0.0317984819412,-0.00192998675629,-0.0205657985061,0.0438100583851,0.0187983103096,0.094008654356,0.0134371398017,-3,-6,0.247930765152,0.140023052692,5.69384064875e-05,0.000582575041335,0.0345124416053,0.00356000172906,0.252044409513,0.0861388742924,-1,-3,0.495911180973,0.310889005661,-0.000647863023914,-0.000794631079771,0.0690521597862,0.0343435816467
